시군구,번지,단지명,전용면적,거래금액
서울특별시 구로구 가리봉동,139,효성,84.87,"56,500"
서울특별시 구로구 가리봉동,139,효성,59.94,"42,000"
서울특별시 구로구 개봉동,491,LIP e-푸른아파트,83.02,"46,000"
서울특별시 구로구 개봉동,491,LIP e-푸른아파트,83.02,"49,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,59.99,"79,500"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,117.74,"103,250"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,84.98,"93,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,59.99,"78,900"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,84.98,"93,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,59.99,"77,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,84.98,"92,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,84.98,"89,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,59.99,"81,200"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,59.99,"81,000"
서울특별시 구로구 개봉동,489,개봉동현대아이파크,117.74,"103,300"
서울특별시 구로구 개봉동,492,개봉푸르지오,71.49,"84,000"
서울특별시 구로구 개봉동,492,개봉푸르지오,71.86,"81,000"
서울특별시 구로구 개봉동,492,개봉푸르지오,84.88,"87,000"
서울특별시 구로구 개봉동,492,개봉푸르지오,84.94,"90,000"
서울특별시 구로구 개봉동,492,개봉푸르지오,84.94,"93,000"
서울특별시 구로구 개봉동,492,개봉푸르지오,71.86,"87,000"
서울특별시 구로구 개봉동,270-80,거성,58.23,"22,000"
서울특별시 구로구 개봉동,270-80,거성,58.23,"28,000"
서울특별시 구로구 개봉동,270-80,거성,47.52,"22,000"
서울특별시 구로구 개봉동,60-101,거성푸르뫼,132.68,"59,000"
서울특별시 구로구 개봉동,60-101,거성푸르뫼,59.89,"38,500"
서울특별시 구로구 개봉동,60-82,거성푸르뫼2,59.9,"39,000"
서울특별시 구로구 개봉동,304-16,건양,74.96,"25,500"
서울특별시 구로구 개봉동,484,고운아파트,84.91,"47,000"
서울특별시 구로구 개봉동,484,고운아파트,84.91,"47,000"
서울특별시 구로구 개봉동,484,고운아파트,59.94,"44,500"
서울특별시 구로구 개봉동,312-38,길훈,59.57,"21,700"
서울특별시 구로구 개봉동,477,대상,74.56,"50,000"
서울특별시 구로구 개봉동,477,대상,84.94,"54,000"
서울특별시 구로구 개봉동,477,대상,84.98,"50,400"
서울특별시 구로구 개봉동,477,대상,84.98,"56,000"
서울특별시 구로구 개봉동,477,대상,84.98,"59,900"
서울특별시 구로구 개봉동,335-1,동인,78.64,"42,500"
서울특별시 구로구 개봉동,335-1,동인,67.36,"42,000"
서울특별시 구로구 개봉동,472,두산,59.69,"56,000"
서울특별시 구로구 개봉동,472,두산,111.69,"74,500"
서울특별시 구로구 개봉동,472,두산,59.69,"55,200"
서울특별시 구로구 개봉동,472,두산,59.69,"57,700"
서울특별시 구로구 개봉동,472,두산,59.69,"59,000"
서울특별시 구로구 개봉동,472,두산,59.69,"60,000"
서울특별시 구로구 개봉동,472,두산,111.69,"72,000"
서울특별시 구로구 개봉동,471,삼호,84.88,"70,500"
서울특별시 구로구 개봉동,471,삼호,84.88,"71,500"
서울특별시 구로구 개봉동,471,삼호,84.88,"66,650"
서울특별시 구로구 개봉동,470,삼환,59.4,"56,000"
서울특별시 구로구 개봉동,470,삼환,59.4,"58,500"
서울특별시 구로구 개봉동,470,삼환,59.4,"59,000"
서울특별시 구로구 개봉동,470,삼환,84.945,"67,000"
서울특별시 구로구 개봉동,470,삼환,59.4,"60,000"
서울특별시 구로구 개봉동,470,삼환,114.48,"79,500"
서울특별시 구로구 개봉동,470,삼환,114.48,"76,000"
서울특별시 구로구 개봉동,473,상우,96.3,"63,800"
서울특별시 구로구 개봉동,473,상우,96.3,"67,000"
서울특별시 구로구 개봉동,63-15,수영힐(나동),76.58,"35,000"
서울특별시 구로구 개봉동,170-30,신개봉삼환,59.81,"50,700"
서울특별시 구로구 개봉동,170-30,신개봉삼환,59.81,"51,000"
서울특별시 구로구 개봉동,170-30,신개봉삼환,84.99,"70,000"
서울특별시 구로구 개봉동,488,영화아이닉스,84.98,"67,000"
서울특별시 구로구 개봉동,488,영화아이닉스,84.98,"62,000"
서울특별시 구로구 개봉동,488,영화아이닉스,65.71,"57,800"
서울특별시 구로구 개봉동,483,율포그레이스빌,70.31,"44,500"
서울특별시 구로구 개봉동,01월 20일,창동,46.08,"26,000"
서울특별시 구로구 개봉동,175-8,청실,64.56,"52,900"
서울특별시 구로구 개봉동,367-2,태경하이빌,82.31,"40,300"
서울특별시 구로구 개봉동,367-2,태경하이빌,82.31,"40,450"
서울특별시 구로구 개봉동,476,한마을,149.97,"104,500"
서울특별시 구로구 개봉동,476,한마을,123.46,"99,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"90,500"
서울특별시 구로구 개봉동,476,한마을,59.57,"70,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"87,000"
서울특별시 구로구 개봉동,476,한마을,149.97,"100,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"89,000"
서울특별시 구로구 개봉동,476,한마을,59.57,"66,000"
서울특별시 구로구 개봉동,476,한마을,59.57,"73,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"91,000"
서울특별시 구로구 개봉동,476,한마을,59.57,"76,500"
서울특별시 구로구 개봉동,476,한마을,84.57,"88,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"88,000"
서울특별시 구로구 개봉동,476,한마을,59.57,"73,000"
서울특별시 구로구 개봉동,476,한마을,59.57,"74,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"83,000"
서울특별시 구로구 개봉동,476,한마을,84.57,"84,000"
서울특별시 구로구 개봉동,476,한마을,123.46,"91,500"
서울특별시 구로구 개봉동,476,한마을,59.57,"74,000"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,45.32,"30,500"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,42.35,"27,800"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,44.4,"29,000"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,42.35,"26,900"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,48.24,"36,900"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,47.74,"32,500"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,48.24,"37,000"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,45.32,"31,000"
서울특별시 구로구 개봉동,493,한양아이클래스 구로,45.32,"26,100"
서울특별시 구로구 개봉동,478,한진,84.96,"60,000"
서울특별시 구로구 개봉동,478,한진,84.96,"64,000"
서울특별시 구로구 개봉동,478,한진,59.95,"56,200"
서울특별시 구로구 개봉동,478,한진,84.96,"65,000"
서울특별시 구로구 개봉동,478,한진,59.95,"55,900"
서울특별시 구로구 개봉동,478,한진,84.96,"66,000"
서울특별시 구로구 개봉동,478,한진,84.96,"67,000"
서울특별시 구로구 개봉동,478,한진,84.96,"65,800"
서울특별시 구로구 개봉동,478,한진,84.96,"67,500"
서울특별시 구로구 개봉동,478,한진,59.95,"58,000"
서울특별시 구로구 개봉동,478,한진,59.95,"57,500"
서울특별시 구로구 개봉동,478,한진,59.95,"56,000"
서울특별시 구로구 개봉동,478,한진,59.95,"57,300"
서울특별시 구로구 개봉동,478,한진,59.95,"57,850"
서울특별시 구로구 개봉동,478,한진,59.95,"60,000"
서울특별시 구로구 개봉동,478,한진,59.95,"52,500"
서울특별시 구로구 개봉동,478,한진,59.95,"55,500"
서울특별시 구로구 개봉동,478,한진,59.95,"56,500"
서울특별시 구로구 개봉동,478,한진,59.95,"59,000"
서울특별시 구로구 개봉동,478,한진,84.96,"69,500"
서울특별시 구로구 개봉동,478,한진,84.96,"68,000"
서울특별시 구로구 개봉동,478,한진,59.95,"57,000"
서울특별시 구로구 개봉동,478,한진,84.96,"70,000"
서울특별시 구로구 개봉동,478,한진,59.95,"57,000"
서울특별시 구로구 개봉동,481,현대,84.99,"85,500"
서울특별시 구로구 개봉동,481,현대,84.99,"82,000"
서울특별시 구로구 개봉동,481,현대,114.99,"88,500"
서울특별시 구로구 개봉동,481,현대,59.94,"75,000"
서울특별시 구로구 개봉동,481,현대,84.99,"84,700"
서울특별시 구로구 개봉동,481,현대,84.99,"83,000"
서울특별시 구로구 개봉동,481,현대,59.94,"75,000"
서울특별시 구로구 개봉동,481,현대,84.99,"81,800"
서울특별시 구로구 개봉동,481,현대,84.99,"84,000"
서울특별시 구로구 개봉동,481,현대,114.99,"95,000"
서울특별시 구로구 개봉동,481,현대,84.99,"83,000"
서울특별시 구로구 개봉동,481,현대,114.99,"93,000"
서울특별시 구로구 개봉동,481,현대,114.99,"86,500"
서울특별시 구로구 개봉동,481,현대,59.94,"72,000"
서울특별시 구로구 개봉동,481,현대,59.94,"74,500"
서울특별시 구로구 개봉동,481,현대,84.96,"86,000"
서울특별시 구로구 개봉동,481,현대,114.99,"94,500"
서울특별시 구로구 개봉동,481,현대,114.99,"96,000"
서울특별시 구로구 개봉동,481,현대,59.94,"75,000"
서울특별시 구로구 개봉동,481,현대,59.94,"76,000"
서울특별시 구로구 개봉동,481,현대,84.99,"85,000"
서울특별시 구로구 개봉동,481,현대,84.99,"85,500"
서울특별시 구로구 개봉동,481,현대,84.99,"78,000"
서울특별시 구로구 개봉동,481,현대,59.94,"74,200"
서울특별시 구로구 개봉동,481,현대,59.94,"74,500"
서울특별시 구로구 개봉동,481,현대,84.99,"86,700"
서울특별시 구로구 개봉동,481,현대,59.94,"76,000"
서울특별시 구로구 개봉동,481,현대,59.94,"73,500"
서울특별시 구로구 개봉동,481,현대,59.94,"76,500"
서울특별시 구로구 개봉동,481,현대,59.94,"73,000"
서울특별시 구로구 개봉동,480,현대홈타운,115,"86,750"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"77,500"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"77,500"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"75,500"
서울특별시 구로구 개봉동,480,현대홈타운,59.49,"66,500"
서울특별시 구로구 개봉동,480,현대홈타운,115,"90,500"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"82,700"
서울특별시 구로구 개봉동,480,현대홈타운,59.49,"64,000"
서울특별시 구로구 개봉동,480,현대홈타운,59.49,"65,500"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"79,500"
서울특별시 구로구 개봉동,480,현대홈타운,59.49,"69,000"
서울특별시 구로구 개봉동,480,현대홈타운,84.915,"80,000"
서울특별시 구로구 개봉동,480,현대홈타운,59.49,"64,700"
서울특별시 구로구 고척동,325,경남1,84.85,"60,000"
서울특별시 구로구 고척동,325,경남1,59.98,"54,000"
서울특별시 구로구 고척동,325,경남1,59.92,"57,500"
서울특별시 구로구 고척동,325,경남1,84.85,"59,000"
서울특별시 구로구 고척동,306,경남2,59.96,"53,000"
서울특별시 구로구 고척동,306,경남2,84.85,"66,800"
서울특별시 구로구 고척동,340,고척LIG리가1차,84.91,"84,000"
서울특별시 구로구 고척동,340,고척LIG리가1차,84.91,"83,000"
서울특별시 구로구 고척동,340,고척LIG리가1차,84.98,"80,500"
서울특별시 구로구 고척동,340-1,고척LIG리가2차,59.95,"72,000"
서울특별시 구로구 고척동,343,고척월드메르디앙,84.93,"70,800"
서울특별시 구로구 고척동,343,고척월드메르디앙,84.93,"80,500"
서울특별시 구로구 고척동,343,고척월드메르디앙,84.93,"82,000"
서울특별시 구로구 고척동,343,고척월드메르디앙,84.93,"75,000"
서울특별시 구로구 고척동,343,고척월드메르디앙,84.93,"87,500"
서울특별시 구로구 고척동,339,고척파크푸르지오,84.94,"79,000"
서울특별시 구로구 고척동,339,고척파크푸르지오,59.89,"79,000"
서울특별시 구로구 고척동,339,고척파크푸르지오,59.89,"80,800"
서울특별시 구로구 고척동,339,고척파크푸르지오,59.89,"74,000"
서울특별시 구로구 고척동,296,대우,59.97,"57,000"
서울특별시 구로구 고척동,296,대우,59.97,"57,000"
서울특별시 구로구 고척동,296,대우,59.97,"57,000"
서울특별시 구로구 고척동,296,대우,59.97,"58,600"
서울특별시 구로구 고척동,296,대우,114.95,"73,500"
서울특별시 구로구 고척동,296,대우,84.98,"68,500"
서울특별시 구로구 고척동,296,대우,84.99,"68,000"
서울특별시 구로구 고척동,296,대우,84.98,"65,500"
서울특별시 구로구 고척동,296,대우,114.95,"76,000"
서울특별시 구로구 고척동,296,대우,114.95,"74,400"
서울특별시 구로구 고척동,296,대우,59.96,"57,750"
서울특별시 구로구 고척동,296,대우,59.97,"59,900"
서울특별시 구로구 고척동,296,대우,84.99,"75,000"
서울특별시 구로구 고척동,296,대우,84.98,"73,800"
서울특별시 구로구 고척동,327,동아한신,115.31,"89,900"
서울특별시 구로구 고척동,327,동아한신,84.92,"71,200"
서울특별시 구로구 고척동,327,동아한신,84.92,"69,000"
서울특별시 구로구 고척동,338,마젤란,95.52,"76,000"
서울특별시 구로구 고척동,338,마젤란,84.923,"73,000"
서울특별시 구로구 고척동,338,마젤란,84.923,"74,900"
서울특별시 구로구 고척동,334,벽산,84.878,"88,000"
서울특별시 구로구 고척동,334,벽산,84.878,"89,000"
서울특별시 구로구 고척동,334,벽산,84.878,"94,900"
서울특별시 구로구 고척동,334,벽산,84.878,"95,000"
서울특별시 구로구 고척동,342,벽산베스트블루밍,114.611,"108,000"
서울특별시 구로구 고척동,342,벽산베스트블루밍,84.887,"87,000"
서울특별시 구로구 고척동,342,벽산베스트블루밍,59.962,"73,000"
서울특별시 구로구 고척동,342,벽산베스트블루밍,84.742,"86,900"
서울특별시 구로구 고척동,Sep-57,산업인,47.26,"27,700"
서울특별시 구로구 고척동,Sep-57,산업인,47.01,"30,600"
서울특별시 구로구 고척동,Sep-57,산업인,47.27,"29,900"
서울특별시 구로구 고척동,Sep-57,산업인,47.26,"30,000"
서울특별시 구로구 고척동,Sep-57,산업인,46.97,"31,000"
서울특별시 구로구 고척동,Sep-57,산업인,47.23,"30,200"
서울특별시 구로구 고척동,Sep-57,산업인,47.01,"30,500"
서울특별시 구로구 고척동,Sep-57,산업인,48.04,"32,000"
서울특별시 구로구 고척동,Sep-57,산업인,47.26,"32,900"
서울특별시 구로구 고척동,Sep-57,산업인,47.24,"33,000"
서울특별시 구로구 고척동,Sep-57,산업인,47.26,"33,500"
서울특별시 구로구 고척동,Sep-57,산업인,47.23,"33,000"
서울특별시 구로구 고척동,Sep-57,산업인,48.04,"32,500"
서울특별시 구로구 고척동,Sep-57,산업인,48.04,"33,500"
서울특별시 구로구 고척동,Sep-57,산업인,47.01,"34,000"
서울특별시 구로구 고척동,Sep-57,산업인,47,"34,800"
서울특별시 구로구 고척동,Sep-57,산업인,48.04,"33,000"
서울특별시 구로구 고척동,Sep-57,산업인,47.01,"33,900"
서울특별시 구로구 고척동,Sep-57,산업인,47.01,"33,900"
서울특별시 구로구 고척동,Sep-57,산업인,47.23,"34,000"
서울특별시 구로구 고척동,Sep-57,산업인,47,"33,750"
서울특별시 구로구 고척동,Sep-57,산업인,47.27,"33,000"
서울특별시 구로구 고척동,Sep-57,산업인,89.27,"62,000"
서울특별시 구로구 고척동,Mar-97,삼명,43.74,"34,500"
서울특별시 구로구 고척동,Mar-97,삼명,43.74,"34,800"
서울특별시 구로구 고척동,330,삼익(1단지),59.82,"52,700"
서울특별시 구로구 고척동,336,삼환로즈빌,84.994,"82,500"
서울특별시 구로구 고척동,336,삼환로즈빌,84.994,"84,000"
서울특별시 구로구 고척동,336,삼환로즈빌,84.994,"84,500"
서울특별시 구로구 고척동,336,삼환로즈빌,84.994,"85,000"
서울특별시 구로구 고척동,141-1,서울가든,54.61,"55,000"
서울특별시 구로구 고척동,141-1,서울가든,84.99,"68,300"
서울특별시 구로구 고척동,141-1,서울가든,84.99,"69,300"
서울특별시 구로구 고척동,141-1,서울가든,84.99,"73,000"
서울특별시 구로구 고척동,322,성원,56.97,"36,200"
서울특별시 구로구 고척동,322,성원,56.97,"34,950"
서울특별시 구로구 고척동,320,센츄리,84.56,"65,000"
서울특별시 구로구 고척동,320,센츄리,84.56,"67,500"
서울특별시 구로구 고척동,320,센츄리,84.56,"66,000"
서울특별시 구로구 고척동,324,신원프라자,65.37,"30,500"
서울특별시 구로구 고척동,324,신원프라자,84.27,"48,500"
서울특별시 구로구 고척동,324,신원프라자,84.27,"48,500"
서울특별시 구로구 고척동,324,신원프라자,65.37,"44,500"
서울특별시 구로구 고척동,328,양우,59.94,"45,500"
서울특별시 구로구 고척동,76-55,"우성,현대아파트",79.32,"64,900"
